source,title,summary,link,published_date,sentiment_label,sentiment_score
NewsAPI - BusinessLine,"Sensex down 220 points, Nifty at 25,280 level as IT stocks slump amid H-1B visa fee hike","Tech majors TCS, Infosys, Wipro, and HCL Tech drag indices lower, while Adani stocks gain. Hero Motocorp and Bajaj Auto lead the gainers on GST optimism.",https://www.thehindubusinessline.com/markets/stock-markets/sensex-down-220-points-nifty-at-25280-level-as-it-stocks-slump-amid-h-1b-visa-fee-hike/article70079672.ece,2025-09-22T08:14:33Z,negative,0.963434636592865
NewsAPI - Ndtvprofit.com,H-1B Visa Fee Hike Shock: Game-Changer For Nifty Or Just A Blip? Key Levels And Stock Of The Day,"On Friday, the Nifty 50 index ended its three-day run, closing 0.38 per cent lower and below the low of the prior hanging-man-like candlestick pattern. Despite this negative close, the index still extended its weekly winning streak to a third straight week, s…",https://www.ndtvprofit.com/markets/h-1b-visa-fee-hike-shock-game-changer-for-nifty-or-just-a-blip-key-levels-and-stock-of-the-day,2025-09-22T06:41:38Z,negative,0.9582775235176086
NewsAPI - CNA,US tech shares fall as Trump slaps steep new fees on H-1B visas,"Shares of U.S. technology companies slipped on Monday after President Donald Trump unveiled steep new visa fees as part of his immigration crackdown, raising concerns over higher labor costs and tighter access to skilled workers.The Trump administration said …",https://www.channelnewsasia.com/business/us-tech-shares-fall-trump-slaps-steep-new-fees-h-1b-visas-5361546,2025-09-22T06:33:24Z,negative,0.9705734252929688
NewsAPI - BusinessLine,"IT stocks drag market amid H-1B visa fee worries, Sensex, Nifty down despite GST boost","IT stocks plummeted due to increased H-1B visa fees, impacting market indices, with IT giants facing significant losses.",https://www.thehindubusinessline.com/markets/stock-markets/it-stocks-drag-market-amid-h-1b-visa-fee-worries-sensex-nifty-down-despite-gst-boost/article70079346.ece,2025-09-22T05:31:35Z,negative,0.9740844964981079
NewsAPI - Livemint,"Mint Exclusive: Cipla MD Vohra likely to step down, COO Achin Gupta may take over","India’s third-largest drugmaker is headed for a top-level shake-up, with CEO Umang Vohra set to move out by March 2026 and COO Achin Gupta emerging as his likely successor.",https://www.livemint.com/industry/mint-exclusive-cipla-md-vohra-likely-to-step-down-coo-achin-gupta-may-take-over-11758510500176.html,2025-09-22T05:13:50Z,neutral,0.7444292306900024
NewsAPI - BusinessLine,"Nifty Prediction Today – September 22, 2025: Nifty 50 Futures: Resistance can cap the upside. Stay out","Nifty 50 September Futures contract has to breach the 25,400-25,435 resistance zone to gain bullish momentum",https://www.thehindubusinessline.com/portfolio/technical-analysis/nifty-prediction-today-september-22-2025-nifty-50-futures-resistance-can-cap-the-upside-stay-out/article70079298.ece,2025-09-22T04:57:20Z,positive,0.8516451120376587
NewsAPI - The Times of India,GST Bachat Utsav begins but investors have already made money. Is the auto & consumer rally over?,The GST Bachat Utsav starts today. Investors in auto and consumer stocks have already profited since the GST reform announcement. Nifty Auto index rose significantly. Maruti Suzuki and Eicher Motors shares increased. Experts suggest that GST rationalization i…,https://economictimes.indiatimes.com/markets/stocks/news/gst-bachat-utsav-begins-but-investors-have-already-made-money-is-the-auto-consumer-rally-over/articleshow/124037234.cms,2025-09-22T04:13:34Z,positive,0.915215015411377
NewsAPI - Ndtvprofit.com,"Buzzing Stocks: Swan Defence, Shipping Corp, Netweb - Check Share Price, Stock Predictions And More",This is a developing story and will be updated shortly.,https://www.ndtvprofit.com/markets/buzzing-stocks-swan-defence-shipping-corp-netweb-tech-cochin-shipyard-check-share-price-latest-news-stock-predictions-and-more,2025-09-22T04:00:45Z,neutral,0.9450517296791077
NewsAPI - The Times of India,"Sensex falls over 150 pts, Nifty below 25,300 after US H-1B visa fee shock hits IT stocks","Indian stocks experienced a decline at the opening on Monday, reversing gains from the previous session. IT stocks were the primary contributors to the downturn, triggered by the U.S.'s significant increase in H-1B visa costs to $100,000.",https://economictimes.indiatimes.com/markets/stocks/news/sensex-cracks-over-300-pts-nifty-below-25300-after-us-visa-fee-shock-hits-it-sector/articleshow/124036849.cms,2025-09-22T03:55:17Z,negative,0.9733749032020569
NewsAPI - Yahoo Entertainment,Indian IT stocks slide amid US visa crackdown,"Indian information technology stocks fell 3.6% on Monday after U.S. President Donald Trump imposed a $100,000 fee on new H-1B visa applications, threatening ...",https://finance.yahoo.com/news/indian-stocks-slide-amid-us-035209398.html,2025-09-22T03:52:09Z,negative,0.9749231338500977
NewsAPI - CNA,Indian IT stocks slide following US visa crackdown,"Indian information technology stocks fell nearly 3 per cent on Monday after U.S. President Donald Trump imposed a $100,000 fee on new H-1B visa applications, threatening the sector's long-standing model of rotating skilled workers into the U.S.The index was t…",https://www.channelnewsasia.com/business/indian-it-stocks-slide-following-us-visa-crackdown-5361201,2025-09-22T03:52:09Z,negative,0.9723085761070251
NewsAPI - CNA,Indian IT stocks slide amid US visa crackdown,"Indian information technology stocks fell 3.6 per cent on Monday after U.S. President Donald Trump imposed a $100,000 fee on new H-1B visa applications, threatening the sector's long-standing model of rotating skilled workers into the U.S.The index was the to…",https://www.channelnewsasia.com/business/indian-it-stocks-slide-amid-us-visa-crackdown-5361201,2025-09-22T03:52:09Z,negative,0.972665548324585
NewsAPI - CNA,Indian IT stocks slide on US visa crackdown,"Indian information technology stocks fell on Monday after U.S. President Donald Trump imposed a $100,000 fee on new H-1B visa applications, threatening the sector's long-standing model of rotating skilled workers through the U.S.On Friday, Trump said companie…",https://www.channelnewsasia.com/business/indian-it-stocks-slide-us-visa-crackdown-5361201,2025-09-22T03:52:09Z,negative,0.9731640815734863
NewsAPI - BusinessLine,"Share Market Highlights 22 Sept 2025: Sensex, Nifty slip as IT stocks sink on US H-1B visa fee shock","Sensex, Nifty updates on 22 Sept 2025: Indian equity benchmarks ended lower on Monday, led by a sharp sell-off in information technology stocks after the U.S. announced a steep $100,000 fee on new H-1B visa applications. The Sensex fell 466 points, or 0.56%, …",https://www.thehindubusinessline.com/markets/stock-market-highlights-22-september-2025/article70077008.ece,2025-09-22T01:11:58Z,negative,0.9753788113594055
NewsAPI - BusinessLine,Stock Market Live Updates 22 September 2025: Stock to buy today: Can Fin Homes (₹774) – BUY,"Sensex, Nifty, Share Price LIVE: The short-term outlook for Can Fin Homes is bullish. The stock has been inching down over the last few days. However, supports are there at ₹768 and ₹755 which can limit the downside. Resistance is at ₹790. A fresh rise either…",https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-live-updates-22-september-2025/article70077008.ece,2025-09-22T01:11:58Z,negative,0.8592291474342346
NewsAPI - The Times of India,Ahead of Market: 10 things that will decide D-Street action on Monday,"Indian equities ended lower on Friday, with the Sensex down 387.73 points (0.47%) at 82,626.23 and the Nifty 50 slipping 96.55 points (0.38%) to 25,327.05, snapping a three-day winning streak. Analysts noted profit booking amid Fed rate cut hopes and U.S.-Ind…",https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-d-street-action-on-monday/articleshow/124027591.cms,2025-09-21T11:48:15Z,negative,0.972364604473114
NewsAPI - BusinessLine,Index Outlook: Radical Shift,"Bullish outlook for Nifty, Sensex, and Nifty Bank with potential short-term dips and long-term uptrend resumption.",https://www.thehindubusinessline.com/portfolio/technical-analysis/index-outlook-radical-shift/article70072869.ece,2025-09-20T15:12:43Z,negative,0.6306418180465698
NewsAPI - BusinessLine,F&O Tracker: Nifty futures and Nifty Bank futures break out of a barrier,"Analysis of Nifty and Nifty Bank futures and options data, suggesting potential strategies for traders in a volatile market.",https://www.thehindubusinessline.com/portfolio/commodity-analysis/fo-tracker-time-to-break-free/article70071352.ece,2025-09-20T15:12:23Z,positive,0.5038096904754639
NewsAPI - The Times of India,Too much weight on too few stocks? Gurmeet Chadha suggests broader metrics for index composition,"Concerns are rising over the weighting methodology of Indian indices like Nifty and Bank Nifty, with experts suggesting a re-evaluation. Gurmeet Chadha proposes incorporating GDP representation alongside free-float market cap. He highlighted that HDFC and ICI…",https://economictimes.indiatimes.com/markets/stocks/news/too-much-weight-on-too-few-stocks-gurmeet-chadha-suggests-broader-metrics-for-index-composition/articleshow/124013580.cms,2025-09-20T09:39:35Z,neutral,0.6691751480102539
NewsAPI - The Times of India,"A lost year for Indian equities: Sensex delivers 0% returns in 12 months, leaves investors empty-handed","Indian equities have underperformed in the last year, with the Sensex posting a -0.7% return. Weak corporate earnings, persistent foreign investor selling, and high valuations are to blame. Despite policy support, global uncertainties and trade tensions have …",https://economictimes.indiatimes.com/markets/stocks/news/a-lost-year-for-indian-equities-sensex-delivers-0-returns-in-12-months-leaves-investors-empty-handed/articleshow/124012743.cms,2025-09-20T08:19:18Z,negative,0.9664011001586914
NewsAPI - Economictimes.com,Edelweiss MF’s Altiva launches India’s first Hybrid Long-Short SIF. Radhika Gupta says it aims for absolute returns with low volatility,Edelweiss Mutual Fund introduces Altiva Hybrid Long-Short Fund. The NFO opens on October 1 and closes on October 15. This fund aims for consistent returns via equity arbitrage and fixed income. It also explores special situations like IPOs and buybacks. Radhi…,https://m.economictimes.com/mf/mf-news/edelweiss-mfs-altiva-launches-indias-first-hybrid-long-short-sif-radhika-gupta-says-it-aims-for-absolute-returns-with-low-volatility/articleshow/124010850.cms,2025-09-20T05:39:21Z,neutral,0.9192919731140137
NewsAPI - The Times of India,"FIIs make Rs 4,500 crore bet on auto stocks before GST cut fuels showroom rush from Monday","Foreign Institutional Investors (FIIs) have aggressively invested Rs 4,500 crore in Indian auto stocks following the GST rationalization announcement, anticipating a consumption-led rally. The GST Council's decision to slash tax rates across auto segments, co…",https://economictimes.indiatimes.com/markets/stocks/news/fiis-make-rs-4500-crore-bet-on-auto-stocks-before-gst-cut-fuels-showroom-rush-from-monday/articleshow/124009891.cms,2025-09-20T04:02:24Z,positive,0.6378345489501953
NewsAPI - Ndtvprofit.com,Consumer Services Sees Highest FPI Outflows In First Half Of September; Automobile Leads Inflows,"The consumer service stocks witnessed highest fortnightly outflows by overseas investors as foreign portfolio investors pulled $368 million from consumer service stocks during the first half of September, according to data released by National Securities Depo…",https://www.ndtvprofit.com/markets/consumer-services-sees-highest-fpi-outflows-in-first-half-of-september-automobile-leads-inflows,2025-09-19T17:26:19Z,positive,0.656836986541748
NewsAPI - Ndtvprofit.com,"Netweb's Monthly Order Wins Cross Rs 2,000 Crore With Fresh Pact To Supply AI GPU Systems","Netweb Technologies India on Friday informed the bourses of an order win worth Rs 450 crore for the supply of Tyrone AI GPU accelerated systems, through an exchange filing. The company bagged the order from one of the largest Indian-headquartered global provi…",https://www.ndtvprofit.com/business/netwebs-monthly-order-wins-cross-rs-2000-crore-with-fresh-pact-to-supply-ai-gpu-systems,2025-09-19T14:40:15Z,positive,0.9100220799446106
NewsAPI - BusinessLine,"Adani stocks surge 10% as SEBI clears group; Sensex, Nifty end lower on profit-taking","The Sensex fell 387.73 points or 0.47% to close at 82,626.23, while the Nifty 50 declined 96.55 points or 0.38% to settle at 25,327.05",https://www.thehindubusinessline.com/markets/adani-stocks-surge-10-as-sebi-clears-group-sensex-nifty-end-lower-on-profit-taking/article70069674.ece,2025-09-19T11:38:57Z,negative,0.9731718301773071
NewsAPI - Ndtvprofit.com,"Vedanta Rejects 'Malicious' Short-Seller Report, Denies Singapore Police Probe","A Vedanta spokesperson has compleltely rejected allegations made in a short seller's recent report, describing them as ""malicious and ill-informed."" In a formal statement, the company directly addressed claims of an ongoing investigation by the Singapore Poli…",https://www.ndtvprofit.com/markets/vedanta-rejects-malicious-short-seller-report-denies-singapore-police-probe,2025-09-19T11:11:36Z,negative,0.9041610360145569
NewsAPI - Yahoo Entertainment,"Inside the Fed’s economic projections, ‘something isn’t adding up’ according to SoFi investment chief",The Fed says the economy will grow and unemployment will decline. So why did it cut interest rates on Wednesday?,https://finance.yahoo.com/news/inside-fed-economic-projections-something-110448216.html,2025-09-19T11:04:48Z,negative,0.8233253359794617
NewsAPI - Fortune,"Inside the Fed’s economic projections, ‘something isn’t adding up’ according to SoFi investment chief",The Fed says the economy will grow and unemployment will decline. So why did it cut interest rates on Wednesday?,https://fortune.com/2025/09/19/the-feds-projections-something-isnt-adding-up-sofi-stocks/,2025-09-19T11:04:48Z,negative,0.8233253359794617
NewsAPI - The Times of India,"Rupee ends choppy week on a quiet note, slight downward bias may persist","The Indian Rupee saw a volatile week, closing nearly unchanged on Friday. It initially rose to a two-week high before retreating. This happened as the dollar and U.S. bond yields increased despite a U.S. rate cut. The rupee is expected to trade between 87.50 …",https://economictimes.indiatimes.com/markets/forex/rupee-ends-choppy-week-on-a-quiet-note-slight-downward-bias-may-persist/articleshow/123996556.cms,2025-09-19T10:31:51Z,negative,0.8104915618896484
NewsAPI - The Times of India,"Market Wrap: Sensex drops 387 pts, Nifty 50 slips below 25,400 as 3-day rally halts on profit-taking","Indian equities retreated on Friday, with the Sensex and Nifty snapping a three-day winning streak that had been buoyed by hopes of U.S. Federal Reserve rate cuts and progress in trade talks between New Delhi and Washington.",https://economictimes.indiatimes.com/markets/stocks/news/market-wrap-sensex-drops-387-pts-nifty-50-slips-below-25400-as-3-day-rally-halts-on-profit-taking/articleshow/123996369.cms,2025-09-19T10:24:40Z,negative,0.9716697931289673
NewsAPI - Fortune,Zelle chief Denise Leonhard says a lack of humor at work ‘kills creativity and makes people want to work less’,Also: All the news and watercooler chat from Fortune.,https://fortune.com/2025/09/19/zelle-chief-denise-leonhard-says-a-lack-of-humor-at-work-kills-creativity-and-makes-people-want-to-work-less/,2025-09-19T09:16:11Z,negative,0.6737870573997498
NewsAPI - BusinessLine,Markets consolidate in narrow band as profit-booking continues after three-day rally,"The indices opened marginally lower with the Nifty starting at 25,410.20 against the previous close of 25,423.60, while the Sensex opened at 82,946.04 compared to Thursday’s close of 83,013.96",https://www.thehindubusinessline.com/markets/stock-markets/markets-consolidate-in-narrow-band-as-profit-booking-continues-after-three-day-rally/article70069211.ece,2025-09-19T08:47:22Z,negative,0.9712651371955872
NewsAPI - BusinessLine,"Adani stocks defy market slump as Sensex, Nifty retreat after recent rally","A total of 3,042 stocks were traded in the market. Out of these, 1,483 stocks advanced, while 1,446 declined and 113 remained unchanged",https://www.thehindubusinessline.com/markets/stock-markets/adani-stocks-defy-market-slump-as-sensex-nifty-retreat-after-recent-rally/article70069171.ece,2025-09-19T08:26:43Z,negative,0.6036008596420288
NewsAPI - Livemint,Gemini prompts aren’t just for selfies; they could rescue your bank account too,"AI edits are trending on social media, but the same technology can help manage finances.",https://www.livemint.com/money/personal-finance/gemini-prompts-aren-t-just-for-selfies-they-could-rescue-your-bank-account-too-personal-finance-financial-planning-11758268912077.html,2025-09-19T08:17:14Z,neutral,0.9186046719551086
NewsAPI - The Times of India,No family savings or support. 24-year-old earning Rs 29k monthly decodes his expenses and asks internet for advice to buy a house,"A 24-year-old is diligently saving to buy a house despite earning a modest Rs 29,000 monthly. He has already saved ₹3 lakh, including an emergency fund and dedicated house savings, by prioritizing savings and family support. He allocates a significant portion…",https://economictimes.indiatimes.com/magazines/panache/no-family-savings-or-support-24-year-old-earning-rs-29k-monthly-decodes-his-expenses-and-asks-internet-for-advice-to-buy-a-house/articleshow/123993756.cms,2025-09-19T08:17:11Z,neutral,0.8821176290512085
NewsAPI - Ndtvprofit.com,Two Stocks That Delivered Consistent Annual Returns For A Decade,"In a market where over 6,500 companies are listed, only two names have stood the test of consistency. According to NDTV Profit's calculations HDFC Bank Ltd. and Pidilite Industries Ltd. have emerged as India’s most reliable stocks, delivering positive returns…",https://www.ndtvprofit.com/markets/indias-most-reliable-stocks-hdfc-bank-share-price-pidilite-deliver-consistent-annual-returns-for-a-decade,2025-09-19T08:04:49Z,positive,0.9354699850082397
NewsAPI - The Times of India,What sets great brokers apart from good ones? These 16 Angel One features offer clues,"Brokerage platforms are increasingly integrating analytics-driven tools to enhance trading and investment experiences. Angel One leads with a comprehensive suite of features, including instant order placement from charts, index trading, and advanced portfolio…",https://economictimes.indiatimes.com/markets/options/what-sets-great-brokers-apart-from-good-ones-these-16-angel-one-features-offer-clues/articleshow/123992460.cms,2025-09-19T07:08:46Z,neutral,0.8578119277954102
NewsAPI - Economictimes.com,"Rs 15,000 crore! Top 10 stocks that saw highest promoter & other insider selling in 2025","From January 1 to September 16, a handful of leading companies saw their insiders offload significant shares, Nuvama’s latest report shows. It’s been a year mostly filled with steep slides followed by moderately sharp rebounds. While some promoters snapped up…",https://m.economictimes.com/markets/stocks/news/rs-15000-crore-top-10-stocks-that-saw-highest-promoter-other-insider-selling-in-2025/taking-stock/slideshow/123991510.cms,2025-09-19T06:03:30Z,negative,0.8918391466140747
NewsAPI - Ndtvprofit.com,"Buzzing Stocks: Redington, GMDC, Netweb Technologies - Check Share Price, Stock Predictions And More","Redington share price, Gujarat Mineral Development Corporation (GMDC), Netweb Technologies were the stocks buzzing in trade today. Indian equity benchmarks declined on Friday after a three-day rally. The BSE Sensex fell as much as 0.5% to 82,580, while the NS…",https://www.ndtvprofit.com/markets/buzzing-stocks-redington-gmdc-netweb-technologies-and-more,2025-09-19T05:16:22Z,negative,0.9728867411613464
NewsAPI - BusinessLine,Markets open lower despite Fed rate cut optimism,"Among the top gainers on the Nifty 50, Adani Enterprises led with a surge of 3.58 per cent to ₹2,487.90, followed by Adani Ports which gained 1.60 per cent to ₹1,435.40",https://www.thehindubusinessline.com/markets/markets-open-lower-despite-fed-rate-cut-optimism/article70068706.ece,2025-09-19T05:15:40Z,positive,0.6131933927536011
NewsAPI - Ndtvprofit.com,Asahi India Glass Board Approves Allotment Of 1.18 Crore Shares To Eligible QIP At Issue Price,"Asahi India Glass Ltd., has approved issue and allotment of 1.18 crore shares to eligible qualified institutional placement at issue price of Rs 844.79 per share.",https://www.ndtvprofit.com/markets/asahi-india-glass-share-price-board-approves-allotment-of-118-crore-shares-to-eligible-qip-at-issue-price,2025-09-19T05:05:02Z,neutral,0.847822368144989
Livemint Web,"Saatvik Green Energy share price lists at₹465 on NSE, same as IPO price",,https://www.livemint.com/market/stock-market-news/flat-debut-saatvik-green-energy-share-price-lists-at-rs-465-on-nse-same-as-ipo-price-11758858844521.html,2025-09-26T10:22:52.547496,neutral,0.9453959465026855
Livemint Web,"Nifty 50, Sensex on September 26: What to expect in trade today",,https://www.livemint.com/market/stock-market-news/nifty-50-sensex-today-what-to-expect-from-indian-stock-market-in-trade-on-september-26-after-trump-tariffs-on-pharma-11758850845200.html,2025-09-26T10:22:52.547574,neutral,0.9088762402534485
Livemint Web,Nifty 50 slips below 25K after 5-day losing run; analysts see further weakness,,https://www.livemint.com/market/stock-market-news/nifty-50-slips-below-25k-after-5-day-losing-streak-analysts-see-further-weakness-11758809776925.html,2025-09-26T10:22:52.547721,negative,0.9635191559791565
Economic Times,"Market leadership could emerge from BFSI, metals and auto sector, says Sudip Bandyopadhyay",Indian markets are currently volatile. Metals showed some gains due to copper prices. The Reserve Bank of India policy and Q2 results are key triggers. BFSI sector may lead if the policy is favorable. Construction and infrastructure sectors are also promising. Metals have a long-term positive outlook.,https://economictimes.indiatimes.com/markets/expert-view/market-leadership-could-emerge-from-bfsi-metals-and-auto-sector-says-sudip-bandyopadhyay/articleshow/124144967.cms,"Fri, 26 Sep 2025 10:04:30 +0530",positive,0.8733422756195068
Economic Times,"Rupee recovers from all-time low, rises 6 paise to 88.70 against US dollar in early trade","The rupee rebounded slightly to 88.70 against the US dollar due to a weaker greenback and hopes for progress in India-US trade negotiations. However, the gains were limited by continuous foreign fund outflows and rising international crude oil prices. Markets are awaiting the RBI's rate decision amid these economic pressures and geopolitical uncertainties.",https://economictimes.indiatimes.com/markets/forex/rupee-recovers-from-all-time-low-rises-6-paise-to-88-70-against-us-dollar-in-early-trade/articleshow/124144683.cms,"Fri, 26 Sep 2025 09:51:57 +0530",negative,0.9101114273071289
Economic Times,Rs 3 lakh crore lollapalooza to hit India: What this means for consumer demand and stocks,"India is set for a consumption boost of Rs 3 lakh crore. GST and income tax cuts, along with RBI's rate reductions, will fuel this surge. Experts predict a 'Lollapalooza effect' impacting consumption-linked sectors. Rural demand is recovering, and urban areas will benefit from tax cuts. Discretionary spending is expected to rise.",https://economictimes.indiatimes.com/markets/stocks/news/rs-3-lakh-crore-lollapalooza-to-hit-india-what-this-means-for-consumer-demand-and-stocks/articleshow/124144283.cms,"Fri, 26 Sep 2025 09:41:41 +0530",positive,0.9408887028694153
Economic Times,"Sensex drops over 300 pts, Nifty below 24,800 as D-St extends losses to day 6 after Trump slaps fresh tariffs","Indian stock markets declined on Friday, extending losses for the sixth consecutive session, primarily driven by a sell-off in pharmaceutical stocks. This downturn followed U.S. President Donald Trump's announcement of new tariffs, including a 100% levy on branded drugs and 25% on heavy-duty trucks, impacting market sentiment and broader indices.",https://economictimes.indiatimes.com/markets/stocks/news/sensex-drops-over-200-pts-nifty-below-24850-as-d-st-extends-losses-to-day-6-after-trump-slaps-fresh-tariffs/articleshow/124143755.cms,"Fri, 26 Sep 2025 09:29:26 +0530",negative,0.9739788174629211
Economic Times,"Indian market in consolidation mode; consumption, retail banks to lead next leg of growth: Sushant Bhansali",Ambit Asset Management anticipates Indian stocks may rise. Festive sales and retail loans could boost growth. Corporate earnings are expected to recover. Sushant Bhansali notes current market consolidation. He predicts Q3 earnings will improve. Domestic sectors like autos are favored. Retail banks are well-positioned. Foreign investor interest in India is growing. A strong market is expected by 2026.,https://economictimes.indiatimes.com/markets/expert-view/indian-market-in-consolidation-mode-consumption-retail-banks-to-lead-next-leg-of-growth-sushant-bhansali/articleshow/124119628.cms,"Fri, 26 Sep 2025 09:11:00 +0530",positive,0.9532069563865662
Economic Times,"Seshaasai Technologies IPO allotment likely today. Check status, GMP, refund, listing and other details","Investors await the Seshaasai Technologies IPO share allotment, expected today. Applicants can check their status on the NSE/BSE or MUFG Intime website. Refunds and demat credit are scheduled for September 29, 2025. Listing is set for September 30. The IPO saw strong subscription rates across all investor categories. The company plans to use the funds for expansion and debt reduction.",https://economictimes.indiatimes.com/markets/ipos/fpos/seshaasai-technologies-ipo-allotment-likely-today-check-status-gmp-refund-listing-and-other-details/articleshow/124143312.cms,"Fri, 26 Sep 2025 09:03:22 +0530",positive,0.5844985246658325
Economic Times,Saatvik Green Energy shares list at 1% discount to IPO price on exchanges,"Saatvik Green Energy had a flat listing on the exchanges, debuting at Rs 465 on NSE and slightly lower on BSE. The IPO, which raised Rs 900 crore, was subscribed nearly seven times, driven by institutional investors.",https://economictimes.indiatimes.com/markets/stocks/news/saatvik-green-energy-shares-to-list-today-gmp-points-to-mild-debut/articleshow/124143202.cms,"Fri, 26 Sep 2025 08:58:56 +0530",negative,0.889738917350769
Economic Times,GK Energy shares debut at 12% premium over IPO price,"GK Energy shares debuted with a premium, listing at Rs 171 on NSE and Rs 165 on BSE against an IPO price of Rs 153, driven by strong investor demand that oversubscribed the Rs 464 crore IPO by 93.6 times.",https://economictimes.indiatimes.com/markets/stocks/news/gk-energy-shares-to-debut-today-gmp-hints-at-modest-listing-gains/articleshow/124143154.cms,"Fri, 26 Sep 2025 08:57:07 +0530",positive,0.9437193274497986
Economic Times,"Jaro Education IPO allotment likely today. Check status, GMP, refund, listing and other details","The allotment of shares for Jaro Education’s ₹450 crore IPO is expected to be finalized today. Investors who applied for the issue can check their status online via the BSE, NSE, or registrar Bigshare Services. The shares will be credited to demat accounts by September 29, with listing scheduled on September 30, where the issue is expected to debut at a premium.",https://economictimes.indiatimes.com/markets/ipos/fpos/jaro-education-ipo-allotment-likely-today-check-status-gmp-refund-listing-and-other-details/articleshow/124142089.cms,"Fri, 26 Sep 2025 08:22:25 +0530",neutral,0.958186686038971
Economic Times,Anand Rathi Share IPO allotment: Here’s how to check status as GMP stays modest,"Anand Rathi Share and Stock Brokers’ ₹745 crore IPO allotment will be finalized on Friday, with shares listing on NSE and BSE on September 30.",https://economictimes.indiatimes.com/markets/ipos/fpos/anand-rathi-share-ipo-allotment-heres-how-to-check-status-as-gmp-stays-modest/articleshow/124141996.cms,"Fri, 26 Sep 2025 08:18:43 +0530",neutral,0.9495086669921875
Economic Times,India’s options crackdown gives 150-year-old bourse surprise win,"BSE is gaining ground in India’s derivatives market after SEBI’s crackdown reshaped weekly expiries. By shifting its contracts to Thursdays, the 150-year-old exchange has captured traders’ attention, challenging NSE’s long-held dominance. While liquidity hurdles remain, BSE’s rising turnover on expiry days signals a shift in market dynamics that could redefine competition in derivatives trading.",https://economictimes.indiatimes.com/markets/stocks/news/indias-options-crackdown-gives-150-year-old-bourse-surprise-win/articleshow/124141894.cms,"Fri, 26 Sep 2025 08:17:03 +0530",positive,0.8720000386238098
Economic Times,"Solarworld Energy Solutions IPO allotment likely today. Check status, GMP and other details","Solarworld Energy Solutions’ ₹490 crore IPO saw strong demand with 68.5x subscription; allotment will be finalized on Friday, ahead of listing on NSE and BSE on September 30.",https://economictimes.indiatimes.com/markets/ipos/fpos/solarworld-energy-solutions-ipo-allotment-likely-today-check-status-gmp-and-other-details/articleshow/124141893.cms,"Fri, 26 Sep 2025 08:15:23 +0530",neutral,0.5449865460395813
